,cat,transcript_words,transcript_idx,IdSession,ID
6618,santé,"['virus', 'grippe', 'coronavirus', 'frontière', 'maladie', 'expansion', 'contact', 'transmission', 'manifestation', 'solidarité']",417,5102,258343
6622,retraite-rentes,"['indicateur', 'office', 'convention', 'instruction', 'objectif', 'directive', 'rente', 'amélioration', 'analyse', 'procédure']",421,5102,258366
6629,économie,"['travail', 'commerce', 'dimanche', 'commentaire', 'modification', 'prescription', 'juillet', 'législateur', 'vente', 'champ']",428,5102,258479
6630,économie,"['consommateur', 'prix', 'entreprise', 'pme', 'notion', 'cartel', 'étranger', 'bien', 'marché', 'approvisionner']",429,5102,258500
6632,économie,"['produit', 'prix', 'entreprise', 'dollar', 'étranger', 'concurrence', 'plateforme', 'distribution', 'consommateur', 'pouvoir']",431,5102,258513
6646,économie,"['blocage', 'consommateur', 'interdiction', 'applicabilité', 'transfrontalier', 'cartel', 'désavantage', 'entreprise', 'siège', 'phénomène']",445,5102,258660
6656,transport,"['camion', 'marchandise', 'trafic', 'montagnard', 'rail', 'fruit', 'contrôle', 'poids', 'reston', 'route']",455,5102,258956
6672,politique,"['mars', 'séance', 'ordre', 'actualité', 'mardi', 'travail', 'intervention', 'réalité', 'mois', 'sujet']",474,5102,259177
6677,politique,"['veto', 'exécutif', 'ordonnance', 'écho', 'objectif', 'juin', 'lobbyiste', 'révolutionnaire', 'part', 'ratio']",479,5102,259222
6679,économie,"['secteur', 'solution', 'matin', 'intempérie', 'fonds', 'prestation', 'faiblesse', 'exclusion', 'satisfaction', 'sens']",481,5102,259230
6714,santé,"['virus', 'grippe', 'transmission', 'évolution', 'propagation', 'manifestation', 'vecteur', 'proportionnée', 'hygiène', 'recommandation']",517,5102,257356
6716,santé,"['organe', 'trafic', 'don', 'transplantation', 'donneur', 'nombre', 'attente', 'défaillance', 'demande', 'écart']",519,5102,257431
6718,retraite-rentes,"['terminologie', 'modification', 'compacte', 'rente', 'révision', 'plan', 'conséquence', 'présentation', 'pension', 'terme']",521,5102,257399
6720,société,"['condition', 'activité', 'maternité', 'mère', 'difficulté', 'congé', 'oeuvre', 'consultation', 'accouchement', 'hospitalisation']",523,5102,257400
6733,économie,"['multinationale', 'norme', 'responsabilité', 'portée', 'camp', 'différence', 'côté', 'entreprise', 'étranger', 'humilié']",537,5102,258495
6751,politique,"['évaluation', 'efficience', 'mal', 'formulation', 'surveillance', 'collaboration', 'action', 'version', 'type', 'idée']",558,5102,258862
6753,société,"['code', 'votation', 'sondage', 'base', 'orientation', 'transgenre', 'discrimination', 'victimisation', 'évaluation', 'février']",560,5102,258893
6759,société,"['chien', 'assistance', 'clarification', 'modalité', 'narcolepsie', 'épilepsie', 'autisme', 'prise', 'remerciement', 'adolescent']",566,5102,258892
6760,armée-sécurité,"['archivage', 'document', 'archive', 'activité', 'élément', 'arbitraire', 'armée', 'institution', 'événement', 'donnée']",567,5102,258902
6778,société,"['bilinguisme', 'habitant', 'demeure', 'surcroît', 'geste', 'parlement', 'lieu', 'habitude', 'instar', 'cohérence']",585,5102,259241
6781,santé,"['ordonnance', 'consultation', 'calendrier', 'note', 'sérénité', 'travail', 'cannabis', 'possibilité', 'stabilité', 'thématique']",589,5102,259403
6790,santé,"['plafond', 'prestation', 'besoin', 'santé', 'dépense', 'couverture', 'rigueur', 'loyer', 'conséquence', 'prime']",598,5102,259451
6805,finance,"['endettement', 'frein', 'dépense', 'crise', 'pandémie', 'budget', 'chômage', 'santé', 'finance', 'amortissement']",613,5103,259807
6812,finance,"['crédit', 'acteur', 'manifestation', 'propagation', 'culture', 'indemnité', 'perte', 'controverse', 'sein', 'report']",620,5103,259889
6822,économie,"['pme', 'prêt', 'liquidité', 'taux', 'remboursement', 'cautionnement', 'intérêt', 'ebitda', 'crise', 'entreprise']",630,5103,260267
6828,écologie,"['aviation', 'émission', 'compagnie', 'serre', 'gaz', 'climat', 'procédé', 'vol', 'prix', 'aide']",636,5103,260590
6829,transport,"['secteur', 'conditionner', 'réorientation', 'flotte', 'courage', 'nuit', 'pointe', 'sol', 'potentiel', 'gouvernement']",637,5103,260671
6832,culture-média,"['communauté', 'redevance', 'télévision', 'imposition', 'entreprise', 'travail', 'taxe', 'lrtv', 'titre', 'exonération']",641,5103,260684
6836,logement-territoire,"['loyer', 'local', 'bail', 'propriétaire', 'établissement', 'contrat', 'location', 'restauration', 'entreprise', 'pme']",645,5103,260711
6840,logement-territoire,"['locataire', 'bailleur', 'salarié', 'comité', 'loyer', 'appel', 'juge', 'déclaration', 'voie', 'réduction']",651,5103,260750
6843,logement-territoire,"['restauration', 'inquiétude', 'horaire', 'loyer', 'employé', 'exploitation', 'établissement', 'mai', 'réduction', 'secteur']",654,5103,260754
6855,économie,"['crèche', 'soutien', 'loyer', 'accueil', 'billet', 'agence', 'voyage', 'tourisme', 'avion', 'inégalité']",666,5103,260849
6869,culture-média,"['vague', 'rassemblement', 'théâtre', 'cinéma', 'événement', 'ouverture', 'départ', 'responsabilité', 'compétence', 'activité']",681,5103,260889
6870,santé,"['scientifique', 'spécialiste', 'précipice', 'brouillard', 'ignorance', 'kilomètre', 'déconfinement', 'confinement', 'savoir', 'mort']",683,5103,260914
6872,emploi,"['reprise', 'salarié', 'étude', 'espace', 'plupart', 'mois', 'activité', 'conseiller', 'protection', 'population']",685,5103,260898
6873,économie,"['virus', 'apprentissage', 'entreprise', 'dépourvu', 'phénoménal', 'monde', 'mai', 'casse', 'modestie', 'redémarrage']",686,5103,260631
6882,logement-territoire,"['bailleur', 'locataire', 'loyer', 'pension', 'dérogation', 'mars', 'bail', 'incertitude', 'retard', 'problème']",696,5103,260960
6885,emploi,"['dividende', 'horaire', 'entreprise', 'réduction', 'indemnité', 'chômage', 'travail', 'distribution', 'employé', 'exercice']",699,5103,260645
6889,formation-recherche,"['jeune', 'formation', 'formateur', 'rentrée', 'millier', 'entreprise', 'insertion', 'scolarité', 'perspective', 'apprentissage']",703,5103,260962
6893,économie,"['consommateur', 'voyagiste', 'consensus', 'représentant', 'intérêt', 'courant', 'table', 'jeu', 'garantie', 'emploi']",707,5103,260979
6899,extérieur,"['aide', 'appel', 'séance', 'organisation', 'trouble', 'abstention', 'synergie', 'déplacement', 'camp', 'répercussion']",717,5103,261008
6907,société,"['révélateur', 'crise', 'société', 'solidarité', 'précarité', 'redémarrage', 'hommage', 'soin', 'socle', 'repli']",725,5103,259858
6915,société,"['crèche', 'accueil', 'commune', 'enfant', 'redressement', 'parent', 'offre', 'école', 'structure', 'mars']",733,5103,260065
6937,logement-territoire,"['bail', 'urgence', 'loyer', 'paiement', 'mois', 'locataire', 'logement', 'retard', 'septembre', 'local']",755,5103,260985
6939,logement-territoire,"['solution', 'loyer', 'esprit', 'plénière', 'heure', 'soir', 'travail', 'contact', 'travers', 'exercice']",757,5103,260990
6943,logement-territoire,"['loyer', 'chaîne', 'bailleur', 'mois', 'locataire', 'revenu', 'étage', 'commerçant', 'appartement', 'bureau']",761,5103,261015
6948,économie,"['région', 'vacance', 'tourisme', 'appel', 'valeur', 'touriste', 'classe', 'instant', 'série', 'famille']",766,5103,261018
6961,retraite-rentes,"['rachat', 'pilier', 'prévoyance', 'déduction', 'revenu', 'versement', 'épargne', 'contribuable', 'vie', 'retraite']",780,5104,261147
6969,économie,"['institution', 'prêt', 'multilatéralisme', 'ajustement', 'libéralisation', 'adhésion', 'simili', 'ouverture', 'marché', 'ambivalence']",788,5104,261186
6980,économie,"['chiffre', 'indemnité', 'membre', 'départ', 'organe', 'interdiction', 'provision', 'version', 'annulation', 'administration']",799,5104,261320
7000,emploi,"['salarié', 'crise', 'embryon', 'travail', 'chômage', 'socialiste', 'pandémie', 'pression', 'licenciement', 'crèche']",820,5104,261496
7050,armée-sécurité,"['troupe', 'liaison', 'pont', 'équipe', 'paix', 'communauté', 'contact', 'défense', 'conflit', 'surveillance']",870,5104,261954
7061,économie,"['exigence', 'exception', 'règle', 'obligation', 'autorité', 'avancement', 'sécurité', 'technique', 'construction', 'recommandation']",881,5104,262025
7071,économie,"['janvier', 'entrée', 'vigueur', 'réforme', 'ralentissement', 'prestation', 'report', 'printemps', 'bénéficiaire', 'loyer']",891,5104,262107
7093,économie,"['quarantaine', 'allocation', 'gain', 'sujet', 'perte', 'notification', 'homologue', 'commentaire', 'mise', 'incidence']",914,5104,262441
7106,santé,"['forfait', 'partenaire', 'tarif', 'organisation', 'commande', 'financement', 'principe', 'maladie', 'uniformisation', 'assurance']",927,5104,262491
7107,santé,"['structure', 'donnée', 'tarif', 'prestation', 'forfait', 'uniformité', 'avertissement', 'élément', 'accomplissement', 'compétence']",928,5104,262463
7139,écologie,"['émission', 'véhicule', 'automobiliste', 'objectif', 'parc', 'décarbonée', 'progrès', 'électromobilité', 'tigre', 'polluant']",963,5104,262828
7149,manifestation-loisirs,"['espoir', 'progressivité', 'philosophie', 'sénateur', 'club', 'abstention', 'proportion', 'point', 'notion', 'chambre']",973,5104,263128
7158,écologie,"['défiscalisation', 'taxe', 'agrocarburant', 'géothermie', 'montagne', 'restitution', 'solution', 'entreprise', 'taxation', 'essence']",982,5104,263265
7165,finance,"['crédit', 'vote', 'argent', 'redi', 'fois', 'définitive', 'précision', 'esprit', 'armée', 'propos']",989,5104,263271
7169,société,"['enfant', 'mariage', 'couple', 'adoptif', 'parent', 'famille', 'sondage', 'sécurité', 'conjoint', 'orientation']",993,5104,263315
7171,société,"['mariage', 'couple', 'institution', 'union', 'raton', 'consécration', 'reliquat', 'égalité', 'aspiration', 'amour']",995,5104,263386
7179,formation-recherche,"['institution', 'recommandation', 'modification', 'surveillance', 'révision', 'autonomie', 'vidéosurveillance', 'recours', 'interdiction', 'unanimité']",1003,5104,263453
7181,formation-recherche,"['autonomie', 'école', 'établissement', 'épuration', 'personnel', 'vidéosurveillance', 'précaire', 'recherche', 'neige', 'meilleur']",1005,5104,263406
7185,écologie,"['empreinte', 'réduction', 'programme', 'institut', 'affectation', 'vente', 'école', 'énergie', 'institution', 'revenu']",1009,5104,263482
7186,emploi,"['précarité', 'chercheur', 'rémunération', 'mission', 'salaire', 'dérogation', 'personnel', 'corps', 'salarié', 'formation']",1010,5104,263504
7197,formation-recherche,"['université', 'proportion', 'femme', 'nomination', 'école', 'niveau', 'encouragement', 'coordination', 'organe', 'direction']",1023,5104,263564
7206,emploi,"['collaborateur', 'employeur', 'rht', 'complexité', 'indemnisation', 'horaire', 'rigueur', 'statistique', 'coronavirus', 'extension']",1032,5104,263575
7213,emploi,"['emploi', 'chômage', 'travailleur', 'faut', 'saisonnier', 'aptitude', 'station', 'placement', 'place', 'long']",1039,5104,263583
7217,écologie,"['produit', 'utilisation', 'fumigant', 'désinfectant', 'piscine', 'alentours', 'action', 'formation', 'obligation', 'traitement']",1044,5104,263594
7219,économie,"['voyage', 'plateforme', 'ministre', 'gestion', 'décideur', 'homologue', 'réunion', 'visite', 'risque', 'rencontre']",1046,5104,263599
7233,finance,"['crise', 'estimation', 'flexibilité', 'incertitude', 'taux', 'crédit', 'ratio', 'produit', 'face', 'aide']",1061,5104,263890
7235,armée-sécurité,"['terrorisme', 'organisation', 'lutte', 'entraide', 'poursuite', 'peine', 'abstention', 'menace', 'norme', 'coopération']",1063,5104,263990
7238,armée-sécurité,"['terrorisme', 'organisation', 'lutte', 'peur', 'terroriste', 'radicalisation', 'convention', 'texte', 'adaptation', 'liberté']",1066,5104,264074
7251,immigration,"['accueil', 'coronavirus', 'promiscuité', 'camp', 'répartition', 'mineur', 'réfugié', 'solidarité', 'île', 'réforme']",1080,5104,264131
7256,société,"['visage', 'masque', 'société', 'autonomie', 'match', 'intégration', 'interdiction', 'égalité', 'liberté', 'femme']",1085,5104,264198
7264,économie,"['registre', 'adaptation', 'technologie', 'donnée', 'blockchain', 'faillite', 'unanimité', 'séance', 'civil', 'insolvabilité']",1093,5104,264449
7281,emploi,"['contrat', 'type', 'sitter', 'travail', 'nounou', 'moyenne', 'employeur', 'semaine', 'heure', 'exclusion']",1111,5104,264694
7289,santé,"['essai', 'coût', 'expérimentation', 'santé', 'catalogue', 'démise', 'prestation', 'réversibilité', 'think', 'objet']",1119,5104,264713
7290,formation-recherche,"['expérimentation', 'participation', 'assureur', 'prestation', 'acteur', 'fournisseur', 'principe', 'renforcement', 'traitement', 'formulation']",1120,5104,264695
7292,formation-recherche,"['enfance', 'jeunesse', 'encouragement', 'modification', 'accueil', 'formation', 'éducation', 'chance', 'naissance', 'enfant']",1122,5104,264722
7303,société,"['sexisme', 'campagne', 'femme', 'stéréotypée', 'violence', 'atome', 'stéréotype', 'lutte', 'égard', 'égalité']",1134,5104,264797
7306,société,"['indicateur', 'revenu', 'inégalité', 'indépendant', 'femme', 'homme', 'chose', 'lacune', 'élément', 'salaire']",1137,5104,264802
7313,armée-sécurité,"['raisonnement', 'proportionnalité', 'intérêt', 'terrorisme', 'définition', 'référence', 'oeil', 'liberté', 'train', 'base']",1145,5104,264941
7328,armée-sécurité,"['assignation', 'section', 'résidence', 'dérogation', 'interdiction', 'sûreté', 'raison', 'nombre', 'contact', 'maintien']",1161,5104,265096
7346,économie,"['montagne', 'population', 'avalancheu', 'maintien', 'ingrédient', 'prise', 'centralisation', 'vallée', 'touriste', 'secours']",1179,5104,261424
7352,armée-sécurité,"['arme', 'munition', 'production', 'main', 'force', 'repli', 'privatisation', 'industrie', 'légalité', 'privé']",1185,5104,261955
7366,économie,"['cautionnement', 'entreprise', 'créance', 'amortissement', 'conversion', 'assainissement', 'opportunité', 'paiement', 'ordonnance', 'demande']",1199,5104,262302
7371,logement-territoire,"['solution', 'bail', 'urgence', 'dossier', 'procédure', 'modèle', 'rigueur', 'élaboration', 'commerce', 'party']",1204,5104,262376
7389,santé,"['soin', 'reconnaission', 'constat', 'apportion', 'réconfort', 'personnel', 'femme', 'homme', 'politicien', 'engagement']",1223,5104,263046
7397,santé,"['soin', 'personnel', 'dotation', 'reconnaissance', 'corrélation', 'patient', 'réalité', 'directrice', 'durée', 'étude']",1231,5104,263120
7407,société,"['discernement', 'parent', 'mineur', 'genre', 'capacité', 'enfant', 'identité', 'consentement', 'psychologue', 'papier']",1241,5104,263480
7416,extérieur,"['directrice', 'ligne', 'section', 'cohérence', 'élaboration', 'coordination', 'développement', 'éradication', 'stratégie', 'titre']",1250,5104,263894
7420,politique,"['pendule', 'sérénité', 'capitale', 'hoc', 'préopinant', 'tribune', 'chose', 'salle', 'remarque', 'dossier']",1254,5104,263936
7422,formation-recherche,"['enseignement', 'langue', 'promotion', 'culture', 'compétence', 'plurilinguisme', 'origine', 'objectif', 'romanche', 'italien']",1256,5104,263822
7426,armée-sécurité,"['engagement', 'effectif', 'militaire', 'stabilité', 'présence', 'conflit', 'décembre', 'troupe', 'prolongation', 'sein']",1260,5104,263992
7429,formation-recherche,"['école', 'formation', 'accréditation', 'enseignant', 'institution', 'tâche', 'paysage', 'pédagogie', 'reconnaissance', 'institut']",1263,5104,264031
7459,emploi,"['chômage', 'salarié', 'habitant', 'assurance', 'mécanisme', 'socialisation', 'salaire', 'crise', 'retenue', 'financement']",1294,5105,265503
7473,culture-média,"['diffuseur', 'taux', 'film', 'fixe', 'entreprise', 'remplacement', 'taxe', 'cinéma', 'exemption', 'grâce']",1309,5105,265712
7487,culture-média,"['plafond', 'culture', 'dépense', 'message', 'cinéma', 'arrêté', 'mobilité', 'relatif', 'urgence', 'échange']",1323,5105,265873
7504,formation-recherche,"['numérisation', 'formation', 'accent', 'recherche', 'finalité', 'technologie', 'message', 'innovation', 'société', 'empreinte']",1340,5105,266110
7509,politique,"['paramètre', 'inconnu', 'dossier', 'fourchette', 'inconvénient', 'papier', 'suite', 'responsable', 'précision', 'contact']",1345,5105,266035
7510,finance,"['croissance', 'blocage', 'crédit', 'crise', 'montant', 'moteur', 'raison', 'part', 'coronavirus', 'dizaine']",1346,5105,266117
7542,emploi,"['chômage', 'confinement', 'urgence', 'partie', 'corona', 'intérimaire', 'indemnité', 'gain', 'fidèle', 'employeur']",1380,5105,266529
7563,politique,"['registre', 'dépendance', 'voyage', 'élu', 'intergroupe', 'présumé', 'frais', 'colonne', 'début', 'invitation']",1401,5105,266920
7565,écologie,"['serre', 'gaz', 'émission', 'frein', 'bilan', 'environnement', 'suite', 'valeur', 'installation', 'modèle']",1403,5105,266959
7581,armée-sécurité,"['programme', 'dépense', 'sécurité', 'personnel', 'violence', 'forme', 'danger', 'gouvernement', 'augmentation', 'impôt']",1422,5105,267333
7596,écologie,"['renforcement', 'adoption', 'technique', 'programme', 'chiffre', 'message', 'approvisionnement', 'diminution', 'intention', 'pression']",1437,5105,267650
7600,manifestation-loisirs,"['ligue', 'club', 'entreprise', 'rigueur', 'ion', 'suppression', 'liste', 'compromis', 'forain', 'cession']",1441,5105,267718
7601,culture-média,"['secteur', 'fonds', 'rigueur', 'culture', 'argent', 'forain', 'emploi', 'événementiel', 'crise', 'accueil']",1442,5105,267748
7609,société,"['congé', 'hospitalisation', 'maternité', 'semaine', 'mère', 'naissance', 'allocation', 'période', 'jour', 'dette']",1450,5105,267932
7614,retraite-rentes,"['caisse', 'placement', 'passage', 'pilier', 'affluence', 'difficulté', 'savez', 'fondation', 'note', 'part']",1455,5105,267869
7617,politique,"['consultation', 'minute', 'conférence', 'volontier', 'heure', 'mieux', 'jour', 'principe', 'directeur', 'accueil']",1459,5105,267880
7621,santé,"['coronavirus', 'analyse', 'réflexion', 'connaissance', 'crise', 'charrue', 'boeuf', 'cause', 'digitalisation', 'élément']",1463,5105,267891
7624,transport,"['vignette', 'autoroute', 'système', 'plaque', 'contrôle', 'douane', 'véhicule', 'distribution', 'collage', 'vente']",1466,5105,267996
7641,formation-recherche,"['mobilité', 'formation', 'programme', 'coopération', 'message', 'révision', 'adoption', 'association', 'participation', 'étranger']",1483,5105,268333
7644,formation-recherche,"['encouragement', 'mobilité', 'coopération', 'formation', 'révision', 'association', 'programme', 'activité', 'option', 'base']",1486,5105,268255
7657,extérieur,"['mind', 'gap', 'bilatérau', 'transition', 'régime', 'transport', 'relation', 'échange', 'format', 'période']",1502,5105,268416
7667,armée-sécurité,"['exportation', 'matériel', 'guerre', 'arme', 'ordonnance', 'transparence', 'industrie', 'armement', 'information', 'sape']",1512,5105,268464
7675,santé,"['assureur', 'recouvrement', 'créance', 'défaut', 'bien', 'acte', 'somme', 'présente', 'concurrence', 'cession']",1520,5105,268496
7676,santé,"['défaut', 'assureur', 'bien', 'prime', 'acte', 'créance', 'assuré', 'remboursent', 'suite', 'recouvrement']",1521,5105,268513
7678,société,"['civil', 'occupation', 'état', 'naissance', 'taux', 'vie', 'employeur', 'remplaçant', 'veuf', 'licencier']",1523,5105,268523
7686,politique,"['transparence', 'dépense', 'recette', 'candidat', 'version', 'ff', 'curiosité', 'lettre', 'formulaire', 'contrôle']",1533,5105,268765
7695,immigration,"['aide', 'donnée', 'peur', 'étranger', 'séjour', 'entrée', 'directive', 'problème', 'saisonnier', 'lettre']",1544,5105,268877
7706,écologie,"['déforestation', 'transfrontalier', 'bois', 'heure', 'affectation', 'durabilité', 'coupe', 'sol', 'automne', 'commerce']",1555,5105,269008
7710,transport,"['autocar', 'maille', 'train', 'secteur', 'filet', 'activité', 'épidémie', 'horaire', 'allocation', 'coronavirus']",1559,5105,269029
7713,agriculture-faune,"['déclaration', 'bois', 'entreprise', 'rectification', 'contrôle', 'manquement', 'sondage', 'communiqué', 'dialogue', 'presse']",1562,5105,269033
7721,agriculture-faune,"['beurre', 'lait', 'production', 'centime', 'importation', 'marché', 'marquage', 'prix', 'période', 'kilo']",1570,5105,269057
7724,économie,"['forain', 'profession', 'problème', 'mémoire', 'appui', 'catégorie', 'contact', 'frais', 'critère', 'région']",1573,5105,269072
7728,politique,"['objectif', 'chiffre', 'abstention', 'formulation', 'adoption', 'section', 'stratégie', 'reformulation', 'ligne', 'cohérence']",1577,5105,269466
7730,transport,"['marchandise', 'maintenance', 'réseau', 'transport', 'infrastructure', 'transfert', 'transbordement', 'émission', 'alpine', 'inauguration']",1579,5105,269471
7731,transport,"['entretien', 'réseau', 'transport', 'infrastructure', 'investissement', 'train', 'manque', 'maillage', 'choix', 'dépense']",1580,5105,269477
7732,économie,"['prêt', 'octroi', 'dotation', 'garantie', 'crédit', 'engagement', 'effort', 'choc', 'message', 'dollar']",1581,5105,269481
7744,extérieur,"['traité', 'eau', 'département', 'réfugié', 'logement', 'légionnaire', 'aide', 'compétence', 'chenille', 'multilatérale']",1593,5105,269610
7745,extérieur,"['coopération', 'région', 'stratégie', 'réputation', 'gouvernance', 'transition', 'sein', 'monde', 'préoccupation', 'priorisation']",1594,5105,269593
7746,société,"['accueil', 'enfant', 'parent', 'disparité', 'famille', 'société', 'socialisation', 'commune', 'système', 'traîne']",1595,5105,269592
7754,société,"['testament', 'époque', 'parent', 'faveur', 'souplesse', 'monde', 'optique', 'conjoint', 'arrière', 'siècle']",1603,5105,269715
7773,transport,"['mobilité', 'augmentation', 'hauteur', 'archive', 'allocation', 'part', 'somme', 'réseau', 'gestion', 'argent']",1622,5105,269955
7779,société,"['congé', 'adoption', 'enfant', 'parent', 'esprit', 'paternité', 'semaine', 'difficulté', 'flexibilité', 'jour']",1628,5105,270063
7784,société,"['numéro', 'divergence', 'processus', 'époque', 'identificateur', 'doute', 'début', 'utilisation', 'jeudi', 'information']",1633,5105,270098
7794,armée-sécurité,"['char', 'armement', 'crédit', 'acquisition', 'fan', 'arrêté', 'poire', 'grenadier', 'assaut', 'lettre']",1643,5105,270185
7801,société,"['temporalité', 'prénom', 'payeur', 'notification', 'sexe', 'intermédiaire', 'registre', 'abus', 'constat', 'poursuite']",1652,5105,270604
7802,société,"['sexe', 'abus', 'changement', 'décadence', 'binarité', 'ruée', 'civil', 'divorce', 'discernement', 'officier']",1653,5105,270611
7813,santé,"['patient', 'dossier', 'facture', 'soin', 'assureur', 'accès', 'idée', 'chose', 'prestataire', 'faux']",1664,5105,270466
7819,écologie,"['schiste', 'gaz', 'fracturation', 'moratoire', 'exploration', 'extraction', 'profondeur', 'interdiction', 'technologie', 'exploitation']",1670,5105,270720
7825,économie,"['argent', 'chef', 'capital', 'travailleur', 'entreprise', 'casino', 'magasin', 'usine', 'restaurant', 'gain']",1679,5105,270734
7828,économie,"['pme', 'aile', 'entreprise', 'impôt', 'entrepreneur', 'investisseur', 'mot', 'capital', 'inexactitude', 'légèreté']",1682,5105,270742
7849,politique,"['vote', 'énoncé', 'confusion', 'détention', 'annonce', 'intention', 'enfant', 'résultat', 'soutien', 'objet']",1705,5105,270841
7855,transport,"['agglomération', 'mobilité', 'fonds', 'investissement', 'route', 'montant', 'moyen', 'infrastructure', 'commune', 'population']",1711,5105,265737
7864,extérieur,"['délégation', 'francophonie', 'secrétariat', 'continent', 'plan', 'téléspectateur', 'lutte', 'visibilité', 'abolition', 'présidence']",1720,5105,266155
7868,emploi,"['patron', 'apprenti', 'indemnité', 'conjoint', 'solution', 'entreprise', 'horaire', 'partenaire', 'formateur', 'travail']",1724,5105,266203
7883,économie,"['cryptomonnaie', 'technologie', 'blockchain', 'registre', 'cryptoactif', 'blanchiment', 'valeur', 'bloc', 'client', 'bitcoin']",1740,5105,266625
7890,économie,"['raffinerie', 'argent', 'blanchiment', 'fondeur', 'métal', 'lacune', 'diligence', 'origine', 'responsabilité', 'autorégulation']",1747,5105,266774
7895,politique,"['arrêté', 'référendum', 'population', 'exercice', 'citoyen', 'aggravation', 'continuation', 'mécontentement', 'lancement', 'hypothèse']",1752,5105,266891
7899,immigration,"['hébergement', 'centre', 'requérant', 'asile', 'structure', 'santé', 'nationalité', 'migrant', 'distance', 'séjour']",1756,5105,267084
7901,agriculture-faune,"['bétail', 'agriculteur', 'frontière', 'tracteur', 'estivage', 'anecdote', 'tribune', 'voiture', 'fermeture', 'temps']",1758,5105,266993
7909,écologie,"['consultation', 'biocide', 'emploi', 'objet', 'distinction', 'impression', 'remarque', 'intention', 'prise', 'texte']",1766,5105,267363
7927,armée-sécurité,"['sécurité', 'information', 'moyen', 'publication', 'crainte', 'traitement', 'discordance', 'prémices', 'abstention', 'menace']",1786,5105,267671
7928,politique,"['objectif', 'information', 'sécurité', 'coût', 'juin', 'divergence', 'titre', 'sein', 'objet', 'lieu']",1787,5105,267668
7930,justice,"['remarque', 'acquittement', 'magistrat', 'contrôle', 'casier', 'gramme', 'gauche', 'jugement', 'précision', 'liste']",1789,5105,267705
7933,politique,"['stratégie', 'demandant', 'égard', 'endroit', 'évaluation', 'département', 'mandat', 'recherche', 'formation', 'administration']",1792,5105,267892
7948,culture-média,"['musée', 'agrandissement', 'crédit', 'bâti', 'exposition', 'surface', 'salle', 'dizaine', 'travail', 'évidence']",1807,5105,268223
7949,santé,"['médicament', 'approvisionnement', 'prix', 'marché', 'plan', 'sécurité', 'remboursement', 'complément', 'directeur', 'référence']",1808,5105,268247
7963,armée-sécurité,"['attaque', 'convoi', 'fonds', 'explosif', 'sécurité', 'transporteur', 'intervention', 'équipier', 'arme', 'bourg']",1823,5105,268869
7966,écologie,"['raisonnement', 'forêt', 'lision', 'coller', 'copier', 'attentive', 'moyen', 'auteure', 'biodiversité', 'porte']",1826,5105,268960
7968,agriculture-faune,"['ingrédient', 'pain', 'sandwich', 'provenance', 'produit', 'vrac', 'consommateur', 'direction', 'boulangerie', 'impossible']",1828,5105,269076
7979,santé,"['vaccin', 'licence', 'dose', 'disai', 'distribution', 'interpellation', 'mécanisme', 'répartition', 'propriété', 'accès']",1839,5105,269427
7992,culture-média,"['bien', 'restitution', 'histoire', 'doute', 'musée', 'profondeur', 'transmission', 'thématique', 'presse', 'table']",1852,5105,269460
7995,formation-recherche,"['formation', 'certification', 'moyen', 'fri', 'fin', 'encouragement', 'digression', 'suffisance', 'fonds', 'argent']",1856,5105,269507
8027,politique,"['financement', 'ordre', 'retard', 'négociation', 'imprévu', 'mandat', 'désaccord', 'message', 'adresse', 'chercheur']",1889,5105,270375
8028,formation-recherche,"['réserve', 'change', 'incertitude', 'programme', 'budget', 'flexibilité', 'facteur', 'chercheur', 'mécanisme', 'message']",1891,5105,270360
8034,agriculture-faune,"['vin', 'rassembleur', 'cave', 'jachère', 'justifie', 'déclassement', 'vigne', 'vigneron', 'viticulture', 'problème']",1899,5105,270670
8039,emploi,"['stage', 'chômage', 'marché', 'travail', 'réinsertion', 'jeune', 'apprenti', 'total', 'assurance', 'attente']",1904,5105,270510
8042,finance,"['imposition', 'modèle', 'mariage', 'suite', 'époux', 'définition', 'contexte', 'voie', 'texte', 'couple']",1909,5105,270539
8049,économie,"['maraîcher', 'perte', 'rigueur', 'gain', 'salade', 'spécialisation', 'fonds', 'négative', 'canal', 'marché']",1917,5105,270745
8051,énergie,"['consommation', 'data', 'énergie', 'interpellation', 'empreinte', 'journée', 'efficience', 'numérisation', 'exemple', 'hébergeur']",1919,5105,270756
8052,énergie,"['digitalisation', 'électricité', 'efficience', 'conscience', 'perspective', 'énergie', 'utilisation', 'augmentation', 'transformation', 'consommation']",1920,5105,270580
8059,logement-territoire,"['locataire', 'commerçant', 'bailleur', 'néolibéral', 'département', 'socialiste', 'détresse', 'vague', 'crise', 'arcade']",1929,5106,271311
8063,logement-territoire,"['bailleur', 'locataire', 'intégralité', 'conscience', 'négociation', 'lien', 'volonté', 'intérêt', 'solution', 'problème']",1935,5106,271315
8065,économie,"['blocage', 'aboutissant', 'utopie', 'sable', 'commerçant', 'contamination', 'restructuration', 'autorité', 'relève', 'élève']",1938,5106,271356
8072,politique,"['table', 'biais', 'collaboration', 'aspect', 'critère', 'difficulté', 'volonté', 'risque', 'possibilité', 'base']",1946,5106,271338
8073,économie,"['ordonnance', 'vin', 'toit', 'rigueur', 'air', 'clause', 'événement', 'directeur', 'bout', 'octobre']",1947,5106,271343
